6e+06	-706238	660224	1.00079e+11	-3.98468e+10	1.39215e+11	5.49577e+10	1.3495e+11	1.83453e+11
6.1e+06	-706743	676961	9.87213e+10	-4.30853e+10	1.40283e+11	5.21773e+10	1.3688e+11	1.8201e+11
6.2e+06	-706820	693654	9.72588e+10	-4.6278e+10	1.41295e+11	4.93763e+10	1.38795e+11	1.80546e+11
6.3e+06	-706470	710292	9.56929e+10	-4.94216e+10	1.42252e+11	4.65556e+10	1.40694e+11	1.79062e+11
6.4e+06	-705698	726863	9.40254e+10	-5.25126e+10	1.43152e+11	4.37166e+10	1.42577e+11	1.77558e+11
6.5e+06	-704506	743356	9.2258e+10	-5.55479e+10	1.43996e+11	4.08602e+10	1.44444e+11	1.76033e+11
6.6e+06	-702898	759760	9.03925e+10	-5.85241e+10	1.44783e+11	3.79877e+10	1.46295e+11	1.74489e+11
6.7e+06	-700877	776062	8.8431e+10	-6.14381e+10	1.45512e+11	3.51001e+10	1.4813e+11	1.72926e+11
6.8e+06	-698448	792253	8.63754e+10	-6.42868e+10	1.46184e+11	3.21987e+10	1.49948e+11	1.71342e+11
6.9e+06	-695615	808321	8.4228e+10	-6.70671e+10	1.46797e+11	2.92845e+10	1.51749e+11	1.6974e+11
7e+06	-692383	824256	8.1991e+10	-6.97762e+10	1.47353e+11	2.63587e+10	1.53532e+11	1.68119e+11
7.1e+06	-688757	840046	7.96668e+10	-7.2411e+10	1.47851e+11	2.34225e+10	1.55299e+11	1.66478e+11
7.2e+06	-684743	855682	7.72578e+10	-7.49687e+10	1.4829e+11	2.0477e+10	1.57048e+11	1.64819e+11
7.3e+06	-680345	871152	7.47667e+10	-7.74467e+10	1.4867e+11	1.75234e+10	1.5878e+11	1.63141e+11
7.4e+06	-675571	886448	7.2196e+10	-7.98423e+10	1.48991e+11	1.45629e+10	1.60494e+11	1.61445e+11
7.5e+06	-670425	901559	6.95485e+10	-8.2153e+10	1.49254e+11	1.15966e+10	1.62189e+11	1.59731e+11
7.6e+06	-664915	916476	6.6827e+10	-8.43762e+10	1.49457e+11	8.62572e+09	1.63867e+11	1.57999e+11
7.7e+06	-659048	931189	6.40343e+10	-8.65096e+10	1.49602e+11	5.65143e+09	1.65525e+11	1.56249e+11
7.8e+06	-652830	945689	6.11734e+10	-8.85508e+10	1.49687e+11	2.67491e+09	1.67166e+11	1.54482e+11
7.9e+06	-646269	959967	5.82475e+10	-9.04979e+10	1.49713e+11	-3.02665e+08	1.68787e+11	1.52697e+11
8e+06	-639373	974014	5.52595e+10	-9.23485e+10	1.49679e+11	-3.28012e+09	1.7039e+11	1.50895e+11
8.1e+06	-632148	987822	5.22126e+10	-9.41008e+10	1.49587e+11	-6.25629e+09	1.71973e+11	1.49076e+11
8.2e+06	-624603	1.00138e+06	4.91102e+10	-9.57529e+10	1.49435e+11	-9.22997e+09	1.73537e+11	1.4724e+11
8.3e+06	-616747	1.01469e+06	4.59555e+10	-9.7303e+10	1.49224e+11	-1.22e+10	1.75081e+11	1.45387e+11
8.4e+06	-608588	1.02773e+06	4.27518e+10	-9.87495e+10	1.48955e+11	-1.51652e+10	1.76606e+11	1.43518e+11
8.5e+06	-600133	1.0405e+06	3.95025e+10	-1.00091e+11	1.48626e+11	-1.81244e+10	1.78111e+11	1.41633e+11
8.6e+06	-591393	1.053e+06	3.62112e+10	-1.01325e+11	1.48238e+11	-2.10765e+10	1.79595e+11	1.39732e+11
8.7e+06	-582376	1.06521e+06	3.28813e+10	-1.02452e+11	1.47792e+11	-2.40202e+10	1.8106e+11	1.37816e+11
8.8e+06	-573091	1.07713e+06	2.95164e+10	-1.0347e+11	1.47288e+11	-2.69544e+10	1.82504e+11	1.35884e+11
8.9e+06	-563548	1.08876e+06	2.612e+10	-1.04377e+11	1.46725e+11	-2.98779e+10	1.83928e+11	1.33936e+11
9e+06	-553756	1.10008e+06	2.26957e+10	-1.05173e+11	1.46104e+11	-3.27897e+10	1.8533e+11	1.31973e+11
9.1e+06	-543724	1.11109e+06	1.92473e+10	-1.05857e+11	1.45426e+11	-3.56885e+10	1.86712e+11	1.29996e+11
9.2e+06	-533463	1.12179e+06	1.57784e+10	-1.06428e+11	1.4469e+11	-3.85731e+10	1.88073e+11	1.28004e+11
9.3e+06	-522982	1.13217e+06	1.22927e+10	-1.06886e+11	1.43896e+11	-4.14425e+10	1.89413e+11	1.25997e+11
9.4e+06	-512292	1.14222e+06	8.79385e+09	-1.0723e+11	1.43046e+11	-4.42956e+10	1.90731e+11	1.23976e+11
9.5e+06	-501402	1.15195e+06	5.28564e+09	-1.07459e+11	1.42139e+11	-4.71311e+10	1.92028e+11	1.21942e+11
9.6e+06	-490322	1.16135e+06	1.7718e+09	-1.07574e+11	1.41177e+11	-4.9948e+10	1.93303e+11	1.19893e+11
9.7e+06	-479063	1.17041e+06	-1.74393e+09	-1.07575e+11	1.40158e+11	-5.27451e+10	1.94556e+11	1.17831e+11
